Tarih,TP_BL054_A
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,231021504.0
2013-02-01,234944591.0
2013-03-01,242136164.0
2013-04-01,253310240.0
2013-05-01,254368034.0
2013-06-01,250935945.0
2013-07-01,254984915.0
2013-08-01,285635606.0
2013-09-01,284524975.0
2013-10-01,285963083.0
2013-11-01,290398728.0
2013-12-01,300310465.0
2014-01-01,307009732.0
2014-02-01,310783503.0
2014-03-01,302209967.0
2014-04-01,301290126.0
2014-05-01,299358703.0
2014-06-01,310259169.0
2014-07-01,303704656.0
2014-08-01,317194270.0
2014-09-01,328491432.0
2014-10-01,320005640.0
2014-11-01,322116461.0
2014-12-01,322337008.0
2015-01-01,339985810.0
2015-02-01,346009404.0
2015-03-01,343348910.0
2015-04-01,356814591.0
2015-05-01,349648693.0
2015-06-01,352318570.0
2015-07-01,366816746.0
2015-08-01,387776398.0
2015-09-01,398944934.0
2015-10-01,375933018.0
2015-11-01,372917510.0
2015-12-01,353660493.0
2016-01-01,364490863.0
2016-02-01,362485258.0
2016-03-01,358059840.0
2016-04-01,361048256.0
2016-05-01,380063941.0
2016-06-01,388189375.0
