Tarih,TP_BL053_A
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,25042276.0
2013-02-01,24874889.0
2013-03-01,32468808.0
2013-04-01,22796730.0
2013-05-01,33892301.0
2013-06-01,43566729.0
2013-07-01,29690128.0
2013-08-01,54329673.0
2013-09-01,47707866.0
2013-10-01,49524706.0
2013-11-01,52134828.0
2013-12-01,46488827.0
2014-01-01,59434064.0
2014-02-01,62105727.0
2014-03-01,64114653.0
2014-04-01,50169277.0
2014-05-01,60648077.0
2014-06-01,48824086.0
2014-07-01,43009758.0
2014-08-01,57218767.0
2014-09-01,55935428.0
2014-10-01,49268069.0
2014-11-01,52393916.0
2014-12-01,54564366.0
2015-01-01,57120723.0
2015-02-01,59703253.0
2015-03-01,69047505.0
2015-04-01,73692138.0
2015-05-01,80106785.0
2015-06-01,85380124.0
2015-07-01,69969890.0
2015-08-01,100961035.0
2015-09-01,95587796.0
2015-10-01,103805008.0
2015-11-01,100541938.0
2015-12-01,103191415.0
2016-01-01,109296624.0
2016-02-01,111966049.0
2016-03-01,115960820.0
2016-04-01,107598781.0
2016-05-01,118182224.0
2016-06-01,115677135.0
