Tarih,TP_KTF12,TP_KTF12
2006-08-18,2006-33,22.02
2006-08-25,2006-34,21.83
2006-09-01,2006-35,21.55
2006-09-08,2006-36,21.96
2006-09-15,2006-37,21.63
2006-09-22,2006-38,21.96
2006-09-29,2006-39,21.66
2006-10-06,2006-40,21.54
2006-10-13,2006-41,21.65
2006-10-20,2006-42,21.83
2006-10-27,2006-43,21.57
2006-11-03,2006-44,21.42
2006-11-10,2006-45,21.79
2006-11-17,2006-46,21.62
2006-11-24,2006-47,20.97
2006-12-01,2006-48,19.47
2006-12-08,2006-49,19.67
2006-12-15,2006-50,19.85
2006-12-22,2006-51,21.09
2006-12-29,2006-52,21.53
2007-01-05,2007-1,21.45
2007-01-12,2007-2,21.3
2007-01-19,2007-3,21.3
2007-01-26,2007-4,21.3
2007-02-02,2007-5,21.19
2007-02-09,2007-6,20.38
2007-02-16,2007-7,19.78
2007-02-23,2007-8,19.68
2007-03-02,2007-9,19.68
2007-03-09,2007-10,19.47
2007-03-16,2007-11,19.48
2007-03-23,2007-12,19.23
2007-03-30,2007-13,19.42
2007-04-06,2007-14,19.1
2007-04-13,2007-15,19.18
2007-04-20,2007-16,19.36
2007-04-27,2007-17,19.54
2007-05-04,2007-18,19.08
2007-05-11,2007-19,19.14
2007-05-18,2007-20,18.67
2007-05-25,2007-21,18.07
2007-06-01,2007-22,18.11
2007-06-08,2007-23,17.98
2007-06-15,2007-24,18.11
2007-06-22,2007-25,18.08
2007-06-29,2007-26,17.88
2007-07-06,2007-27,17.59
2007-07-13,2007-28,17.66
2007-07-20,2007-29,17.31
2007-07-27,2007-30,17.15
2007-08-03,2007-31,17.06
2007-08-10,2007-32,17.03
2007-08-17,2007-33,16.98
2007-08-24,2007-34,17.05
2007-08-31,2007-35,17.48
2007-09-07,2007-36,17.46
2007-09-14,2007-37,17.59
2007-09-21,2007-38,17.49
2007-09-28,2007-39,17.79
2007-10-05,2007-40,17.43
2007-10-12,2007-41,17.66
2007-10-19,2007-42,16.81
2007-10-26,2007-43,17.17
2007-11-02,2007-44,17.85
2007-11-09,2007-45,17.03
2007-11-16,2007-46,16.68
2007-11-23,2007-47,16.57
2007-11-30,2007-48,16.58
2007-12-07,2007-49,16.52
2007-12-14,2007-50,16.61
2007-12-21,2007-51,16.77
2007-12-28,2007-52,16.21
2008-01-04,2008-1,16.8
2008-01-11,2008-2,16.51
2008-01-18,2008-3,16.46
2008-01-25,2008-4,16.25
2008-02-01,2008-5,16.29
2008-02-08,2008-6,16.13
2008-02-15,2008-7,16.38
2008-02-22,2008-8,16.51
2008-02-29,2008-9,16.62
2008-03-07,2008-10,16.63
2008-03-14,2008-11,16.74
2008-03-21,2008-12,17.5
2008-03-28,2008-13,18.24
2008-04-04,2008-14,18.12
2008-04-11,2008-15,17.99
2008-04-18,2008-16,17.98
2008-04-25,2008-17,18.14
2008-05-02,2008-18,17.99
2008-05-09,2008-19,17.66
2008-05-16,2008-20,17.55
2008-05-23,2008-21,16.95
2008-05-30,2008-22,17.11
2008-06-06,2008-23,17.24
2008-06-13,2008-24,17.38
2008-06-20,2008-25,17.68
2008-06-27,2008-26,18.11
2008-07-04,2008-27,18.17
2008-07-11,2008-28,18.87
2008-07-18,2008-29,19.2
2008-07-25,2008-30,19.46
2008-08-01,2008-31,19.42
2008-08-08,2008-32,19.1
2008-08-15,2008-33,18.89
2008-08-22,2008-34,19.2
2008-08-29,2008-35,18.82
2008-09-05,2008-36,19.03
2008-09-12,2008-37,18.6
2008-09-19,2008-38,18.26
2008-09-26,2008-39,18.16
2008-10-03,2008-40,18.61
2008-10-10,2008-41,18.32
2008-10-17,2008-42,18.85
2008-10-24,2008-43,19.76
2008-10-31,2008-44,20.89
2008-11-07,2008-45,22.29
2008-11-14,2008-46,22.57
2008-11-21,2008-47,22.74
2008-11-28,2008-48,23.16
2008-12-05,2008-49,22.98
2008-12-12,2008-50,22.61
2008-12-19,2008-51,22.15
2008-12-26,2008-52,21.78
2009-01-02,2009-1,20.67
2009-01-09,2009-2,19.83
2009-01-16,2009-3,18.92
2009-01-23,2009-4,18.23
2009-01-30,2009-5,17.6
2009-02-06,2009-6,18.36
2009-02-13,2009-7,18.21
2009-02-20,2009-8,18.24
2009-02-27,2009-9,18.03
2009-03-06,2009-10,18.23
2009-03-13,2009-11,18.44
2009-03-20,2009-12,18.39
2009-03-27,2009-13,18.03
2009-04-03,2009-14,17.47
2009-04-10,2009-15,17.4
2009-04-17,2009-16,17.08
2009-04-24,2009-17,17.09
2009-05-01,2009-18,16.98
2009-05-08,2009-19,16.79
2009-05-15,2009-20,16.79
2009-05-22,2009-21,16.69
2009-05-29,2009-22,16.55
2009-06-05,2009-23,16.42
2009-06-12,2009-24,16.35
2009-06-19,2009-25,16.29
2009-06-26,2009-26,16.26
2009-07-03,2009-27,16.19
2009-07-10,2009-28,16.08
2009-07-17,2009-29,15.99
2009-07-24,2009-30,15.69
2009-07-31,2009-31,15.69
2009-08-07,2009-32,15.61
2009-08-14,2009-33,15.24
2009-08-21,2009-34,14.78
2009-08-28,2009-35,13.75
2009-09-04,2009-36,13.11
2009-09-11,2009-37,12.96
2009-09-18,2009-38,12.96
2009-09-25,2009-39,12.94
2009-10-02,2009-40,12.93
2009-10-09,2009-41,12.85
2009-10-16,2009-42,12.71
2009-10-23,2009-43,12.42
2009-10-30,2009-44,12.29
2009-11-06,2009-45,12.21
2009-11-13,2009-46,12.06
2009-11-20,2009-47,12.1
2009-11-27,2009-48,12.09
2009-12-04,2009-49,12.24
2009-12-11,2009-50,12.3
2009-12-18,2009-51,12.23
2009-12-25,2009-52,12.21
2010-01-01,2010-1,12.06
2010-01-08,2010-2,12.24
2010-01-15,2010-3,12.16
2010-01-22,2010-4,12.23
2010-01-29,2010-5,11.96
2010-02-05,2010-6,12.04
2010-02-12,2010-7,12.02
2010-02-19,2010-8,11.97
2010-02-26,2010-9,11.87
2010-03-05,2010-10,11.75
2010-03-12,2010-11,11.85
2010-03-19,2010-12,11.78
2010-03-26,2010-13,11.63
2010-04-02,2010-14,11.49
2010-04-09,2010-15,11.49
2010-04-16,2010-16,11.43
2010-04-23,2010-17,11.57
2010-04-30,2010-18,11.52
2010-05-07,2010-19,11.32
2010-05-14,2010-20,11.44
2010-05-21,2010-21,11.65
2010-05-28,2010-22,11.61
2010-06-04,2010-23,11.5
2010-06-11,2010-24,11.32
2010-06-18,2010-25,11.26
2010-06-25,2010-26,11.1
2010-07-02,2010-27,11.05
2010-07-09,2010-28,11.03
2010-07-16,2010-29,10.98
2010-07-23,2010-30,10.93
2010-07-30,2010-31,10.88
2010-08-06,2010-32,10.76
2010-08-13,2010-33,10.81
2010-08-20,2010-34,10.74
2010-08-27,2010-35,10.7
2010-09-03,2010-36,10.64
2010-09-10,2010-37,10.65
2010-09-17,2010-38,10.62
2010-09-24,2010-39,10.66
2010-10-01,2010-40,10.47
2010-10-08,2010-41,10.44
2010-10-15,2010-42,10.33
2010-10-22,2010-43,10.11
2010-10-29,2010-44,10.24
2010-11-05,2010-45,10.06
2010-11-12,2010-46,9.93
2010-11-19,2010-47,
2010-11-26,2010-48,9.83
2010-12-03,2010-49,9.79
2010-12-10,2010-50,9.75
2010-12-17,2010-51,9.61
2010-12-24,2010-52,9.55
2010-12-31,2010-53,9.53
2011-01-07,2011-1,9.53
2011-01-14,2011-2,9.51
2011-01-21,2011-3,9.41
2011-01-28,2011-4,9.42
2011-02-04,2011-5,9.54
2011-02-11,2011-6,9.63
2011-02-18,2011-7,9.69
2011-02-25,2011-8,9.68
2011-03-04,2011-9,9.66
2011-03-11,2011-10,9.74
2011-03-18,2011-11,9.76
2011-03-25,2011-12,9.74
2011-04-01,2011-13,9.86
2011-04-08,2011-14,9.99
2011-04-15,2011-15,10.24
2011-04-22,2011-16,10.32
2011-04-29,2011-17,10.33
2011-05-06,2011-18,10.35
2011-05-13,2011-19,10.35
2011-05-20,2011-20,10.29
2011-05-27,2011-21,10.4
2011-06-03,2011-22,10.39
2011-06-10,2011-23,10.67
2011-06-17,2011-24,10.9
2011-06-24,2011-25,11.07
2011-07-01,2011-26,11.68
2011-07-08,2011-27,11.88
2011-07-15,2011-28,12.22
2011-07-22,2011-29,12.28
2011-07-29,2011-30,12.37
2011-08-05,2011-31,12.55
2011-08-12,2011-32,12.67
2011-08-19,2011-33,12.69
2011-08-26,2011-34,12.72
2011-09-02,2011-35,12.31
2011-09-09,2011-36,12.58
2011-09-16,2011-37,12.63
2011-09-23,2011-38,12.54
2011-09-30,2011-39,12.48
2011-10-07,2011-40,12.48
2011-10-14,2011-41,12.42
2011-10-21,2011-42,12.39
2011-10-28,2011-43,12.49
2011-11-04,2011-44,13.4
2011-11-11,2011-45,14.1
2011-11-18,2011-46,14.42
2011-11-25,2011-47,14.63
2011-12-02,2011-48,14.48
2011-12-09,2011-49,14.52
2011-12-16,2011-50,14.48
2011-12-23,2011-51,14.43
2011-12-30,2011-52,14.35
2012-01-06,2012-1,14.4
2012-01-13,2012-2,14.5
2012-01-20,2012-3,14.52
2012-01-27,2012-4,14.58
2012-02-03,2012-5,14.49
2012-02-10,2012-6,14.07
2012-02-17,2012-7,13.77
2012-02-24,2012-8,13.38
2012-03-02,2012-9,13.45
2012-03-09,2012-10,13.38
2012-03-16,2012-11,13.29
2012-03-23,2012-12,13.21
2012-03-30,2012-13,13.21
2012-04-06,2012-14,13.17
2012-04-13,2012-15,13.07
2012-04-20,2012-16,13.01
2012-04-27,2012-17,12.97
2012-05-04,2012-18,12.99
2012-05-11,2012-19,12.61
2012-05-18,2012-20,12.74
2012-05-25,2012-21,12.67
2012-06-01,2012-22,12.68
2012-06-08,2012-23,12.65
2012-06-15,2012-24,12.6
2012-06-22,2012-25,12.52
2012-06-29,2012-26,12.56
2012-07-06,2012-27,12.51
2012-07-13,2012-28,12.64
2012-07-20,2012-29,12.32
2012-07-27,2012-30,12.2
2012-08-03,2012-31,12.18
2012-08-10,2012-32,12.14
2012-08-17,2012-33,12.06
2012-08-24,2012-34,12.29
2012-08-31,2012-35,12.05
2012-09-07,2012-36,12.0
2012-09-14,2012-37,12.34
2012-09-21,2012-38,12.13
2012-09-28,2012-39,11.7
2012-10-05,2012-40,11.65
2012-10-12,2012-41,11.27
2012-10-19,2012-42,11.24
2012-10-26,2012-43,11.14
2012-11-02,2012-44,11.03
2012-11-09,2012-45,10.95
2012-11-16,2012-46,10.81
2012-11-23,2012-47,10.64
2012-11-30,2012-48,10.42
2012-12-07,2012-49,10.28
2012-12-14,2012-50,10.15
2012-12-21,2012-51,10.02
2012-12-28,2012-52,9.9
2013-01-04,2013-1,9.9
2013-01-11,2013-2,9.78
2013-01-18,2013-3,9.76
2013-01-25,2013-4,9.66
2013-02-01,2013-5,9.54
2013-02-08,2013-6,9.6
2013-02-15,2013-7,9.61
2013-02-22,2013-8,9.56
2013-03-01,2013-9,9.46
2013-03-08,2013-10,9.41
2013-03-15,2013-11,9.3
2013-03-22,2013-12,9.29
2013-03-29,2013-13,9.07
2013-04-05,2013-14,9.09
2013-04-12,2013-15,9.09
2013-04-19,2013-16,9.06
2013-04-26,2013-17,8.99
2013-05-03,2013-18,9.03
2013-05-10,2013-19,8.99
2013-05-17,2013-20,8.79
2013-05-24,2013-21,8.54
2013-05-31,2013-22,8.48
2013-06-07,2013-23,8.31
2013-06-14,2013-24,8.29
2013-06-21,2013-25,8.29
2013-06-28,2013-26,8.3
2013-07-05,2013-27,8.49
2013-07-12,2013-28,8.78
2013-07-19,2013-29,9.04
2013-07-26,2013-30,9.31
2013-08-02,2013-31,9.51
2013-08-09,2013-32,9.66
2013-08-16,2013-33,9.77
2013-08-23,2013-34,9.92
2013-08-30,2013-35,10.03
2013-09-06,2013-36,10.43
2013-09-13,2013-37,10.7
2013-09-20,2013-38,10.91
2013-09-27,2013-39,10.89
2013-10-04,2013-40,11.0
2013-10-11,2013-41,10.95
2013-10-18,2013-42,10.85
2013-10-25,2013-43,10.9
2013-11-01,2013-44,10.83
2013-11-08,2013-45,10.67
2013-11-15,2013-46,10.58
2013-11-22,2013-47,10.53
2013-11-29,2013-48,10.51
2013-12-06,2013-49,10.56
2013-12-13,2013-50,10.58
2013-12-20,2013-51,10.56
2013-12-27,2013-52,10.73
2014-01-03,2014-1,10.69
2014-01-10,2014-2,11.28
2014-01-17,2014-3,11.37
2014-01-24,2014-4,11.47
2014-01-31,2014-5,11.69
2014-02-07,2014-6,12.53
2014-02-14,2014-7,13.12
2014-02-21,2014-8,13.12
2014-02-28,2014-9,13.35
2014-03-07,2014-10,13.4
2014-03-14,2014-11,13.5
2014-03-21,2014-12,13.49
2014-03-28,2014-13,13.63
2014-04-04,2014-14,13.65
2014-04-11,2014-15,13.61
2014-04-18,2014-16,13.48
2014-04-25,2014-17,13.34
2014-05-02,2014-18,13.21
2014-05-09,2014-19,13.0
2014-05-16,2014-20,12.98
2014-05-23,2014-21,12.84
2014-05-30,2014-22,12.69
2014-06-06,2014-23,12.54
2014-06-13,2014-24,12.34
2014-06-20,2014-25,12.25
2014-06-27,2014-26,12.02
2014-07-04,2014-27,11.75
2014-07-11,2014-28,11.53
2014-07-18,2014-29,11.32
2014-07-25,2014-30,11.24
2014-08-01,2014-31,11.09
2014-08-08,2014-32,11.1
2014-08-15,2014-33,11.06
2014-08-22,2014-34,11.01
2014-08-29,2014-35,11.03
2014-09-05,2014-36,11.02
2014-09-12,2014-37,10.94
2014-09-19,2014-38,10.9
2014-09-26,2014-39,10.77
2014-10-03,2014-40,10.72
2014-10-10,2014-41,10.77
2014-10-17,2014-42,10.81
2014-10-24,2014-43,10.69
2014-10-31,2014-44,10.77
2014-11-07,2014-45,10.94
2014-11-14,2014-46,10.9
2014-11-21,2014-47,10.73
2014-11-28,2014-48,11.08
2014-12-05,2014-49,11.07
2014-12-12,2014-50,10.99
2014-12-19,2014-51,10.96
2014-12-26,2014-52,11.03
2015-01-02,2015-1,10.97
2015-01-09,2015-2,11.08
2015-01-16,2015-3,11.05
2015-01-23,2015-4,11.02
2015-01-30,2015-5,10.91
2015-02-06,2015-6,10.85
2015-02-13,2015-7,10.8
2015-02-20,2015-8,10.79
2015-02-27,2015-9,10.75
2015-03-06,2015-10,10.76
2015-03-13,2015-11,10.75
2015-03-20,2015-12,10.81
2015-03-27,2015-13,10.95
2015-04-03,2015-14,10.96
2015-04-10,2015-15,10.96
2015-04-17,2015-16,10.96
2015-04-24,2015-17,10.98
2015-05-01,2015-18,11.18
2015-05-08,2015-19,11.46
2015-05-15,2015-20,11.58
2015-05-22,2015-21,11.63
2015-05-29,2015-22,11.6
2015-06-05,2015-23,11.63
2015-06-12,2015-24,11.71
2015-06-19,2015-25,11.98
2015-06-26,2015-26,12.14
2015-07-03,2015-27,12.18
2015-07-10,2015-28,12.27
2015-07-17,2015-29,12.29
2015-07-24,2015-30,12.33
2015-07-31,2015-31,12.33
2015-08-07,2015-32,12.42
2015-08-14,2015-33,12.42
2015-08-21,2015-34,12.57
2015-08-28,2015-35,12.93
2015-09-04,2015-36,13.3
2015-09-11,2015-37,13.44
2015-09-18,2015-38,13.81
2015-09-25,2015-39,13.74
2015-10-02,2015-40,14.08
2015-10-09,2015-41,14.26
2015-10-16,2015-42,14.35
2015-10-23,2015-43,14.41
2015-10-30,2015-44,14.41
2015-11-06,2015-45,14.29
2015-11-13,2015-46,14.24
2015-11-20,2015-47,14.11
2015-11-27,2015-48,13.86
2015-12-04,2015-49,13.98
2015-12-11,2015-50,13.97
2015-12-18,2015-51,14.0
2015-12-25,2015-52,14.07
2016-01-01,2016-1,14.08
2016-01-08,2016-2,14.24
2016-01-15,2016-3,14.29
2016-01-22,2016-4,14.34
2016-01-29,2016-5,14.41
2016-02-05,2016-6,14.47
2016-02-12,2016-7,14.5
2016-02-19,2016-8,14.38
2016-02-26,2016-9,14.43
2016-03-04,2016-10,14.46
2016-03-11,2016-11,14.45
2016-03-18,2016-12,14.46
2016-03-25,2016-13,14.44
2016-04-01,2016-14,14.44
2016-04-08,2016-15,14.46
2016-04-15,2016-16,14.33
2016-04-22,2016-17,14.27
2016-04-29,2016-18,14.13
2016-05-06,2016-19,14.04
2016-05-13,2016-20,13.95
2016-05-20,2016-21,13.91
2016-05-27,2016-22,13.93
2016-06-03,2016-23,13.93
2016-06-10,2016-24,13.77
2016-06-17,2016-25,13.85
2016-06-24,2016-26,13.79
2016-07-01,2016-27,13.74
2016-07-08,2016-28,13.61
2016-07-15,2016-29,13.64
2016-07-22,2016-30,13.63
2016-07-29,2016-31,13.72
2016-08-05,2016-32,13.79
2016-08-12,2016-33,13.31
2016-08-19,2016-34,12.26
2016-08-26,2016-35,12.07
2016-09-02,2016-36,12.03
2016-09-09,2016-37,12.02
2016-09-16,2016-38,12.27
2016-09-23,2016-39,12.07
2016-09-30,2016-40,12.05
2016-10-07,2016-41,12.15
2016-10-14,2016-42,12.12
2016-10-21,2016-43,12.1
2016-10-28,2016-44,12.09
2016-11-04,2016-45,12.0
2016-11-11,2016-46,11.71
2016-11-18,2016-47,11.58
2016-11-25,2016-48,11.48
2016-12-02,2016-49,11.44
2016-12-09,2016-50,11.42
2016-12-16,2016-51,11.4
2016-12-23,2016-52,11.43
2016-12-30,2016-53,11.43
2017-01-06,2017-1,11.43
2017-01-13,2017-2,11.45
2017-01-20,2017-3,11.47
2017-01-27,2017-4,11.46
2017-02-03,2017-5,11.41
