Tarih,TP_KTF10,TP_KTF10
2006-08-18,2006-33,27.94
2006-08-25,2006-34,27.73
2006-09-01,2006-35,27.44
2006-09-08,2006-36,27.16
2006-09-15,2006-37,26.97
2006-09-22,2006-38,26.8
2006-09-29,2006-39,26.93
2006-10-06,2006-40,26.94
2006-10-13,2006-41,26.4
2006-10-20,2006-42,26.17
2006-10-27,2006-43,26.86
2006-11-03,2006-44,26.61
2006-11-10,2006-45,26.73
2006-11-17,2006-46,26.54
2006-11-24,2006-47,25.24
2006-12-01,2006-48,24.09
2006-12-08,2006-49,25.76
2006-12-15,2006-50,25.15
2006-12-22,2006-51,25.26
2006-12-29,2006-52,25.25
2007-01-05,2007-1,25.16
2007-01-12,2007-2,25.36
2007-01-19,2007-3,25.72
2007-01-26,2007-4,25.75
2007-02-02,2007-5,25.21
2007-02-09,2007-6,24.88
2007-02-16,2007-7,24.45
2007-02-23,2007-8,24.77
2007-03-02,2007-9,24.8
2007-03-09,2007-10,24.63
2007-03-16,2007-11,24.38
2007-03-23,2007-12,24.42
2007-03-30,2007-13,24.65
2007-04-06,2007-14,24.19
2007-04-13,2007-15,23.56
2007-04-20,2007-16,22.94
2007-04-27,2007-17,23.1
2007-05-04,2007-18,23.1
2007-05-11,2007-19,23.23
2007-05-18,2007-20,22.75
2007-05-25,2007-21,23.25
2007-06-01,2007-22,23.33
2007-06-08,2007-23,23.87
2007-06-15,2007-24,24.06
2007-06-22,2007-25,23.37
2007-06-29,2007-26,23.09
2007-07-06,2007-27,22.88
2007-07-13,2007-28,22.57
2007-07-20,2007-29,22.36
2007-07-27,2007-30,24.35
2007-08-03,2007-31,22.37
2007-08-10,2007-32,22.17
2007-08-17,2007-33,21.88
2007-08-24,2007-34,21.99
2007-08-31,2007-35,21.94
2007-09-07,2007-36,21.99
2007-09-14,2007-37,21.89
2007-09-21,2007-38,24.59
2007-09-28,2007-39,21.55
2007-10-05,2007-40,21.11
2007-10-12,2007-41,20.74
2007-10-19,2007-42,21.24
2007-10-26,2007-43,22.16
2007-11-02,2007-44,22.38
2007-11-09,2007-45,21.99
2007-11-16,2007-46,20.82
2007-11-23,2007-47,20.38
2007-11-30,2007-48,20.15
2007-12-07,2007-49,20.15
2007-12-14,2007-50,19.53
2007-12-21,2007-51,19.3
2007-12-28,2007-52,19.22
2008-01-04,2008-1,19.66
2008-01-11,2008-2,19.86
2008-01-18,2008-3,19.95
2008-01-25,2008-4,19.86
2008-02-01,2008-5,19.98
2008-02-08,2008-6,19.49
2008-02-15,2008-7,20.04
2008-02-22,2008-8,19.85
2008-02-29,2008-9,20.32
2008-03-07,2008-10,20.69
2008-03-14,2008-11,20.44
2008-03-21,2008-12,20.59
2008-03-28,2008-13,20.79
2008-04-04,2008-14,21.09
2008-04-11,2008-15,21.44
2008-04-18,2008-16,20.62
2008-04-25,2008-17,20.84
2008-05-02,2008-18,20.6
2008-05-09,2008-19,20.72
2008-05-16,2008-20,20.59
2008-05-23,2008-21,20.76
2008-05-30,2008-22,21.09
2008-06-06,2008-23,20.83
2008-06-13,2008-24,20.93
2008-06-20,2008-25,21.19
2008-06-27,2008-26,22.03
2008-07-04,2008-27,21.57
2008-07-11,2008-28,21.71
2008-07-18,2008-29,21.54
2008-07-25,2008-30,22.02
2008-08-01,2008-31,22.64
2008-08-08,2008-32,22.51
2008-08-15,2008-33,22.27
2008-08-22,2008-34,21.92
2008-08-29,2008-35,21.47
2008-09-05,2008-36,22.03
2008-09-12,2008-37,21.87
2008-09-19,2008-38,20.66
2008-09-26,2008-39,20.37
2008-10-03,2008-40,21.19
2008-10-10,2008-41,21.44
2008-10-17,2008-42,22.41
2008-10-24,2008-43,22.95
2008-10-31,2008-44,23.72
2008-11-07,2008-45,24.93
2008-11-14,2008-46,26.3
2008-11-21,2008-47,25.02
2008-11-28,2008-48,24.09
2008-12-05,2008-49,24.78
2008-12-12,2008-50,24.74
2008-12-19,2008-51,24.81
2008-12-26,2008-52,23.55
2009-01-02,2009-1,26.26
2009-01-09,2009-2,23.58
2009-01-16,2009-3,22.58
2009-01-23,2009-4,21.09
2009-01-30,2009-5,20.78
2009-02-06,2009-6,20.84
2009-02-13,2009-7,22.02
2009-02-20,2009-8,21.52
2009-02-27,2009-9,21.51
2009-03-06,2009-10,22.66
2009-03-13,2009-11,22.37
2009-03-20,2009-12,22.03
2009-03-27,2009-13,20.14
2009-04-03,2009-14,18.57
2009-04-10,2009-15,18.85
2009-04-17,2009-16,19.22
2009-04-24,2009-17,19.41
2009-05-01,2009-18,19.18
2009-05-08,2009-19,20.3
2009-05-15,2009-20,20.48
2009-05-22,2009-21,20.43
2009-05-29,2009-22,19.69
2009-06-05,2009-23,20.55
2009-06-12,2009-24,20.52
2009-06-19,2009-25,20.28
2009-06-26,2009-26,20.13
2009-07-03,2009-27,19.92
2009-07-10,2009-28,19.95
2009-07-17,2009-29,19.68
2009-07-24,2009-30,19.66
2009-07-31,2009-31,19.47
2009-08-07,2009-32,19.24
2009-08-14,2009-33,18.82
2009-08-21,2009-34,18.97
2009-08-28,2009-35,17.24
2009-09-04,2009-36,16.74
2009-09-11,2009-37,16.57
2009-09-18,2009-38,16.27
2009-09-25,2009-39,16.21
2009-10-02,2009-40,16.52
2009-10-09,2009-41,17.17
2009-10-16,2009-42,17.25
2009-10-23,2009-43,17.48
2009-10-30,2009-44,16.75
2009-11-06,2009-45,16.36
2009-11-13,2009-46,15.06
2009-11-20,2009-47,14.34
2009-11-27,2009-48,14.26
2009-12-04,2009-49,14.83
2009-12-11,2009-50,14.94
2009-12-18,2009-51,15.31
2009-12-25,2009-52,15.19
2010-01-01,2010-1,14.89
2010-01-08,2010-2,15.13
2010-01-15,2010-3,15.09
2010-01-22,2010-4,14.78
2010-01-29,2010-5,14.89
2010-02-05,2010-6,14.72
2010-02-12,2010-7,14.53
2010-02-19,2010-8,14.27
2010-02-26,2010-9,14.23
2010-03-05,2010-10,14.87
2010-03-12,2010-11,14.78
2010-03-19,2010-12,14.52
2010-03-26,2010-13,14.04
2010-04-02,2010-14,13.99
2010-04-09,2010-15,14.21
2010-04-16,2010-16,13.87
2010-04-23,2010-17,14.13
2010-04-30,2010-18,13.86
2010-05-07,2010-19,14.15
2010-05-14,2010-20,14.22
2010-05-21,2010-21,14.22
2010-05-28,2010-22,14.19
2010-06-04,2010-23,14.2
2010-06-11,2010-24,14.07
2010-06-18,2010-25,14.21
2010-06-25,2010-26,13.97
2010-07-02,2010-27,13.91
2010-07-09,2010-28,13.92
2010-07-16,2010-29,13.81
2010-07-23,2010-30,13.79
2010-07-30,2010-31,13.29
2010-08-06,2010-32,13.5
2010-08-13,2010-33,13.4
2010-08-20,2010-34,12.64
2010-08-27,2010-35,12.51
2010-09-03,2010-36,12.43
2010-09-10,2010-37,12.37
2010-09-17,2010-38,12.46
2010-09-24,2010-39,12.53
2010-10-01,2010-40,12.39
2010-10-08,2010-41,12.33
2010-10-15,2010-42,12.45
2010-10-22,2010-43,12.32
2010-10-29,2010-44,12.5
2010-11-05,2010-45,12.34
2010-11-12,2010-46,12.27
2010-11-19,2010-47,
2010-11-26,2010-48,12.24
2010-12-03,2010-49,12.12
2010-12-10,2010-50,12.05
2010-12-17,2010-51,11.98
2010-12-24,2010-52,11.91
2010-12-31,2010-53,11.79
2011-01-07,2011-1,11.91
2011-01-14,2011-2,12.01
2011-01-21,2011-3,11.89
2011-01-28,2011-4,11.85
2011-02-04,2011-5,11.85
2011-02-11,2011-6,11.98
2011-02-18,2011-7,11.96
2011-02-25,2011-8,11.96
2011-03-04,2011-9,11.95
2011-03-11,2011-10,12.04
2011-03-18,2011-11,11.97
2011-03-25,2011-12,12.04
2011-04-01,2011-13,12.05
2011-04-08,2011-14,12.3
2011-04-15,2011-15,12.32
2011-04-22,2011-16,12.33
2011-04-29,2011-17,12.28
2011-05-06,2011-18,12.49
2011-05-13,2011-19,12.76
2011-05-20,2011-20,12.79
2011-05-27,2011-21,12.85
2011-06-03,2011-22,12.93
2011-06-10,2011-23,13.1
2011-06-17,2011-24,13.23
2011-06-24,2011-25,13.93
2011-07-01,2011-26,15.63
2011-07-08,2011-27,16.46
2011-07-15,2011-28,16.63
2011-07-22,2011-29,16.73
2011-07-29,2011-30,17.15
2011-08-05,2011-31,17.31
2011-08-12,2011-32,17.31
2011-08-19,2011-33,17.35
2011-08-26,2011-34,17.41
2011-09-02,2011-35,17.22
2011-09-09,2011-36,17.36
2011-09-16,2011-37,17.19
2011-09-23,2011-38,17.34
2011-09-30,2011-39,17.18
2011-10-07,2011-40,17.1
2011-10-14,2011-41,17.12
2011-10-21,2011-42,17.07
2011-10-28,2011-43,17.72
2011-11-04,2011-44,19.04
2011-11-11,2011-45,19.06
2011-11-18,2011-46,19.01
2011-11-25,2011-47,19.23
2011-12-02,2011-48,19.55
2011-12-09,2011-49,19.76
2011-12-16,2011-50,19.5
2011-12-23,2011-51,19.9
2011-12-30,2011-52,19.78
2012-01-06,2012-1,20.12
2012-01-13,2012-2,20.14
2012-01-20,2012-3,19.79
2012-01-27,2012-4,19.84
2012-02-03,2012-5,19.64
2012-02-10,2012-6,19.49
2012-02-17,2012-7,19.26
2012-02-24,2012-8,19.3
2012-03-02,2012-9,19.2
2012-03-09,2012-10,19.09
2012-03-16,2012-11,18.57
2012-03-23,2012-12,18.65
2012-03-30,2012-13,18.73
2012-04-06,2012-14,18.9
2012-04-13,2012-15,18.49
2012-04-20,2012-16,18.29
2012-04-27,2012-17,18.46
2012-05-04,2012-18,18.34
2012-05-11,2012-19,18.36
2012-05-18,2012-20,18.3
2012-05-25,2012-21,18.39
2012-06-01,2012-22,18.26
2012-06-08,2012-23,18.24
2012-06-15,2012-24,17.94
2012-06-22,2012-25,17.96
2012-06-29,2012-26,18.09
2012-07-06,2012-27,17.94
2012-07-13,2012-28,17.86
2012-07-20,2012-29,17.73
2012-07-27,2012-30,17.93
2012-08-03,2012-31,17.75
2012-08-10,2012-32,17.62
2012-08-17,2012-33,17.32
2012-08-24,2012-34,17.49
2012-08-31,2012-35,17.21
2012-09-07,2012-36,16.79
2012-09-14,2012-37,16.68
2012-09-21,2012-38,16.52
2012-09-28,2012-39,16.59
2012-10-05,2012-40,16.61
2012-10-12,2012-41,16.43
2012-10-19,2012-42,16.13
2012-10-26,2012-43,16.07
2012-11-02,2012-44,16.18
2012-11-09,2012-45,16.01
2012-11-16,2012-46,15.62
2012-11-23,2012-47,15.58
2012-11-30,2012-48,15.24
2012-12-07,2012-49,14.72
2012-12-14,2012-50,14.31
2012-12-21,2012-51,14.14
2012-12-28,2012-52,13.83
2013-01-04,2013-1,13.9
2013-01-11,2013-2,14.18
2013-01-18,2013-3,14.17
2013-01-25,2013-4,13.97
2013-02-01,2013-5,13.9
2013-02-08,2013-6,13.82
2013-02-15,2013-7,13.66
2013-02-22,2013-8,13.64
2013-03-01,2013-9,13.7
2013-03-08,2013-10,13.61
2013-03-15,2013-11,13.4
2013-03-22,2013-12,13.48
2013-03-29,2013-13,13.43
2013-04-05,2013-14,13.5
2013-04-12,2013-15,13.53
2013-04-19,2013-16,13.33
2013-04-26,2013-17,13.44
2013-05-03,2013-18,13.37
2013-05-10,2013-19,13.1
2013-05-17,2013-20,12.71
2013-05-24,2013-21,12.31
2013-05-31,2013-22,11.87
2013-06-07,2013-23,11.81
2013-06-14,2013-24,11.81
2013-06-21,2013-25,11.88
2013-06-28,2013-26,11.78
2013-07-05,2013-27,12.1
2013-07-12,2013-28,12.35
2013-07-19,2013-29,12.6
2013-07-26,2013-30,12.81
2013-08-02,2013-31,12.84
2013-08-09,2013-32,12.93
2013-08-16,2013-33,13.03
2013-08-23,2013-34,13.32
2013-08-30,2013-35,13.47
2013-09-06,2013-36,13.76
2013-09-13,2013-37,13.95
2013-09-20,2013-38,14.05
2013-09-27,2013-39,14.0
2013-10-04,2013-40,13.99
2013-10-11,2013-41,13.97
2013-10-18,2013-42,13.44
2013-10-25,2013-43,13.85
2013-11-01,2013-44,13.9
2013-11-08,2013-45,13.88
2013-11-15,2013-46,13.75
2013-11-22,2013-47,13.71
2013-11-29,2013-48,13.63
2013-12-06,2013-49,13.53
2013-12-13,2013-50,13.65
2013-12-20,2013-51,13.39
2013-12-27,2013-52,13.72
2014-01-03,2014-1,14.3
2014-01-10,2014-2,14.92
2014-01-17,2014-3,15.17
2014-01-24,2014-4,15.2
2014-01-31,2014-5,15.56
2014-02-07,2014-6,16.62
2014-02-14,2014-7,16.81
2014-02-21,2014-8,16.83
2014-02-28,2014-9,17.05
2014-03-07,2014-10,17.01
2014-03-14,2014-11,17.11
2014-03-21,2014-12,17.24
2014-03-28,2014-13,17.23
2014-04-04,2014-14,17.08
2014-04-11,2014-15,16.96
2014-04-18,2014-16,16.73
2014-04-25,2014-17,16.69
2014-05-02,2014-18,16.8
2014-05-09,2014-19,16.81
2014-05-16,2014-20,16.73
2014-05-23,2014-21,16.55
2014-05-30,2014-22,16.53
2014-06-06,2014-23,16.43
2014-06-13,2014-24,16.07
2014-06-20,2014-25,15.67
2014-06-27,2014-26,15.67
2014-07-04,2014-27,15.58
2014-07-11,2014-28,15.41
2014-07-18,2014-29,15.11
2014-07-25,2014-30,15.17
2014-08-01,2014-31,14.96
2014-08-08,2014-32,15.03
2014-08-15,2014-33,15.08
2014-08-22,2014-34,15.09
2014-08-29,2014-35,15.22
2014-09-05,2014-36,15.01
2014-09-12,2014-37,14.9
2014-09-19,2014-38,14.8
2014-09-26,2014-39,14.72
2014-10-03,2014-40,14.74
2014-10-10,2014-41,14.96
2014-10-17,2014-42,14.88
2014-10-24,2014-43,15.05
2014-10-31,2014-44,14.92
2014-11-07,2014-45,14.98
2014-11-14,2014-46,14.81
2014-11-21,2014-47,14.66
2014-11-28,2014-48,14.27
2014-12-05,2014-49,14.63
2014-12-12,2014-50,14.39
2014-12-19,2014-51,14.23
2014-12-26,2014-52,14.3
2015-01-02,2015-1,14.79
2015-01-09,2015-2,14.96
2015-01-16,2015-3,14.88
2015-01-23,2015-4,14.88
2015-01-30,2015-5,14.81
2015-02-06,2015-6,14.91
2015-02-13,2015-7,15.03
2015-02-20,2015-8,14.79
2015-02-27,2015-9,14.83
2015-03-06,2015-10,14.73
2015-03-13,2015-11,14.71
2015-03-20,2015-12,14.61
2015-03-27,2015-13,14.65
2015-04-03,2015-14,14.79
2015-04-10,2015-15,14.78
2015-04-17,2015-16,14.65
2015-04-24,2015-17,15.13
2015-05-01,2015-18,15.24
2015-05-08,2015-19,15.4
2015-05-15,2015-20,15.45
2015-05-22,2015-21,15.56
2015-05-29,2015-22,15.5
2015-06-05,2015-23,15.44
2015-06-12,2015-24,15.53
2015-06-19,2015-25,16.3
2015-06-26,2015-26,15.43
2015-07-03,2015-27,15.59
2015-07-10,2015-28,15.67
2015-07-17,2015-29,15.82
2015-07-24,2015-30,15.64
2015-07-31,2015-31,15.79
2015-08-07,2015-32,15.79
2015-08-14,2015-33,15.85
2015-08-21,2015-34,16.04
2015-08-28,2015-35,16.5
2015-09-04,2015-36,16.6
2015-09-11,2015-37,16.9
2015-09-18,2015-38,17.08
2015-09-25,2015-39,17.05
2015-10-02,2015-40,17.39
2015-10-09,2015-41,17.68
2015-10-16,2015-42,17.81
2015-10-23,2015-43,17.87
2015-10-30,2015-44,17.74
2015-11-06,2015-45,17.71
2015-11-13,2015-46,17.73
2015-11-20,2015-47,17.46
2015-11-27,2015-48,17.14
2015-12-04,2015-49,17.36
2015-12-11,2015-50,17.28
2015-12-18,2015-51,17.31
2015-12-25,2015-52,17.37
2016-01-01,2016-1,17.29
2016-01-08,2016-2,17.66
2016-01-15,2016-3,17.67
2016-01-22,2016-4,17.62
2016-01-29,2016-5,17.81
2016-02-05,2016-6,17.9
2016-02-12,2016-7,17.99
2016-02-19,2016-8,17.87
2016-02-26,2016-9,18.01
2016-03-04,2016-10,18.04
2016-03-11,2016-11,18.1
2016-03-18,2016-12,17.96
2016-03-25,2016-13,18.01
2016-04-01,2016-14,17.92
2016-04-08,2016-15,17.95
2016-04-15,2016-16,17.88
2016-04-22,2016-17,17.86
2016-04-29,2016-18,17.66
2016-05-06,2016-19,17.53
2016-05-13,2016-20,17.56
2016-05-20,2016-21,17.51
2016-05-27,2016-22,17.46
2016-06-03,2016-23,17.42
2016-06-10,2016-24,17.38
2016-06-17,2016-25,17.25
2016-06-24,2016-26,17.27
2016-07-01,2016-27,17.22
2016-07-08,2016-28,17.47
2016-07-15,2016-29,17.28
2016-07-22,2016-30,17.38
2016-07-29,2016-31,17.57
2016-08-05,2016-32,17.59
2016-08-12,2016-33,17.6
2016-08-19,2016-34,17.45
2016-08-26,2016-35,17.44
2016-09-02,2016-36,17.46
2016-09-09,2016-37,17.45
2016-09-16,2016-38,17.73
2016-09-23,2016-39,17.25
2016-09-30,2016-40,16.79
2016-10-07,2016-41,16.73
2016-10-14,2016-42,16.8
2016-10-21,2016-43,16.62
2016-10-28,2016-44,16.73
2016-11-04,2016-45,16.43
2016-11-11,2016-46,16.08
2016-11-18,2016-47,15.87
2016-11-25,2016-48,15.96
2016-12-02,2016-49,16.49
2016-12-09,2016-50,16.37
2016-12-16,2016-51,15.94
2016-12-23,2016-52,16.09
2016-12-30,2016-53,16.11
2017-01-06,2017-1,16.22
2017-01-13,2017-2,16.16
2017-01-20,2017-3,16.42
2017-01-27,2017-4,16.63
2017-02-03,2017-5,16.76
