Tarih,TP_KB_DVDY33
2015-03-01,0.0
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.0
2015-09-01,19.0
2015-10-01,0.0
2015-11-01,0.0
2015-12-01,0.0
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,2010.0
2016-12-01,1886.0
2017-01-01,1754.0
2017-02-01,1773.0
2017-03-01,1732.0
2017-04-01,1607.0
2017-05-01,1590.0
2017-06-01,1525.0
2017-07-01,1391.0
2017-08-01,1341.0
2017-09-01,1269.0
2017-10-01,1178.0
2017-11-01,1118.0
2017-12-01,1037.0
2018-01-01,977.0
2018-02-01,914.0
2018-03-01,1062.0
2018-04-01,1023.0
2018-05-01,974.0
2018-06-01,903.0
2018-07-01,843.0
2018-08-01,787.0
2018-09-01,736.0
2018-10-01,684.0
2018-11-01,641.0
2018-12-01,584.0
2019-01-01,547.0
2019-02-01,516.0
2019-03-01,490.0
2019-04-01,462.0
2019-05-01,442.0
2019-06-01,410.0
2019-07-01,386.0
2019-08-01,363.0
2019-09-01,351.0
2019-10-01,355.0
2019-11-01,328.0
2019-12-01,319.0
2020-01-01,316.0
2020-02-01,302.0
2020-03-01,378.0
2020-04-01,402.0
2020-05-01,341.0
2020-06-01,395.0
2020-07-01,272.0
2020-08-01,275.0
2020-09-01,378.0
2020-10-01,336.0
2020-11-01,365.0
2020-12-01,236.0
2021-01-01,223.0
2021-02-01,971.0
2021-03-01,17528.0
2021-04-01,1108.0
2021-05-01,208.0
2021-06-01,5489.0
2021-07-01,13719.0
2021-08-01,340.0
2021-09-01,1106.0
2021-10-01,962.0
2021-11-01,1176.0
2021-12-01,980.0
2022-01-01,1243.0
2022-02-01,1472.0
2022-03-01,2178.0
2022-04-01,2038.0
2022-05-01,3506.0
2022-06-01,3463.0
2022-07-01,2837.0
2022-08-01,920.0
2022-09-01,861.0
2022-10-01,3047.0
2022-11-01,2767.0
2022-12-01,2571.0
2023-01-01,2974.0
2023-02-01,2716.0
2023-03-01,2724.0
2023-04-01,2669.0
2023-05-01,3585.0
2023-06-01,4477.0
2023-07-01,8713.0
2023-08-01,5880.0
2023-09-01,6505.0
2023-10-01,7308.0
2023-11-01,6520.0
2023-12-01,230379.0
2024-01-01,231341.0
2024-02-01,7443.0
2024-03-01,84705.0
2024-04-01,3248.0
2024-05-01,5894.0
2024-06-01,6720.0
2024-07-01,7592.0
2024-08-01,5619.0
2024-09-01,4672.0
2024-10-01,5055.0
2024-11-01,5552.0
2024-12-01,4806.0
2025-01-01,5020.0
2025-02-01,6559.0
2025-03-01,5534.0
2025-04-01,9310.0
2025-05-01,5845.0
2025-06-01,5350.0
2025-07-01,6264.0
2025-08-01,6373.0
