Tarih,TP_KB_DVDY11
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,0.0
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,0.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,0.0
2007-02-01,0.0
2007-03-01,0.0
2007-04-01,0.0
2007-05-01,0.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,0.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,6575.0
2008-04-01,6355.0
2008-05-01,6020.0
2008-06-01,6075.0
2008-07-01,5750.0
2008-08-01,5850.0
2008-09-01,6125.0
2008-10-01,7650.0
2008-11-01,7700.0
2008-12-01,7685.0
2009-01-01,8100.0
2009-02-01,8350.0
2009-03-01,8300.0
2009-04-01,7940.0
2009-05-01,7600.0
2009-06-01,7640.0
2009-07-01,7360.0
2009-08-01,7470.0
2009-09-01,7375.0
2009-10-01,7400.0
2009-11-01,7375.0
2009-12-01,7455.0
2010-01-01,7350.0
2010-02-01,57492.0
2010-03-01,57575.0
2010-04-01,57385.0
2010-05-01,57825.0
2010-06-01,57885.0
2010-07-01,57475.0
2010-08-01,57575.0
2010-09-01,57200.0
2010-10-01,57075.0
2010-11-01,7495.0
2010-12-01,7650.0
2011-01-01,7965.0
2011-02-01,7970.0
2011-03-01,7680.0
2011-04-01,7575.0
2011-05-01,7945.0
2011-06-01,8085.0
2011-07-01,8375.0
2011-08-01,8625.0
2011-09-01,9280.0
2011-10-01,8765.0
2011-11-01,9110.0
2011-12-01,9400.0
2012-01-01,8850.0
2012-02-01,8670.0
2012-03-01,8900.0
2012-04-01,8755.0
2012-05-01,9310.0
2012-06-01,9025.0
2012-07-01,8925.0
2012-08-01,9055.0
2012-09-01,8975.0
2012-10-01,8965.0
2012-11-01,8915.0
2012-12-01,8900.0
2013-01-01,8755.0
2013-02-01,8975.0
2013-03-01,0.0
2013-04-01,0.0
2013-05-01,0.0
2013-06-01,0.0
2013-07-01,0.0
2013-08-01,0.0
2013-09-01,0.0
2013-10-01,0.0
2013-11-01,0.0
2013-12-01,0.0
2014-01-01,0.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,0.0
2014-08-01,0.0
