Tarih,TP_IHRACATBEC_61
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,875917.731
2013-02-01,990621.542
2013-03-01,1069093.56
2013-04-01,1125750.747
2013-05-01,1189811.078
2013-06-01,1112771.877
2013-07-01,1151637.802
2013-08-01,1000835.162
2013-09-01,1235060.72
2013-10-01,1194093.658
2013-11-01,1350735.935
2013-12-01,1229448.218
2014-01-01,1069497.641
2014-02-01,1110996.601
2014-03-01,1289344.466
2014-04-01,1283391.884
2014-05-01,1268710.141
2014-06-01,1138912.703
2014-07-01,1063294.347
2014-08-01,1049997.486
2014-09-01,1554941.808
2014-10-01,1410245.441
2014-11-01,1560010.72
2014-12-01,1448163.262
2015-01-01,1048347.521
2015-02-01,933794.006
2015-03-01,1070157.603
2015-04-01,1137849.011
2015-05-01,1138101.691
2015-06-01,1183449.101
2015-07-01,957528.485
2015-08-01,1123100.927
2015-09-01,1111835.257
2015-10-01,1324458.245
2015-11-01,1170880.385
2015-12-01,1162808.414
2016-01-01,823313.541
2016-02-01,990968.614
2016-03-01,1109261.007
2016-04-01,1161640.758
2016-05-01,1075725.059
2016-06-01,1118679.217
