Tarih,TP_IHRACATBEC_112
2016-10-01,713925.995
2016-11-01,790389.579
2016-12-01,766965.647
2017-01-01,593991.774
2017-02-01,546072.146
2017-03-01,563650.833
2017-04-01,460468.163
2017-05-01,432650.499
2017-06-01,474325.478
2017-07-01,395662.434
2017-08-01,411926.198
2017-09-01,507428.305
2017-10-01,749298.92
2017-11-01,793063.733
2017-12-01,786521.495
2018-01-01,620137.013
2018-02-01,568805.57
2018-03-01,577014.688
2018-04-01,504620.239
2018-05-01,577313.255
2018-06-01,450700.339
2018-07-01,425990.513
2018-08-01,377228.545
2018-09-01,538346.351
2018-10-01,671044.269
2018-11-01,746343.54
2018-12-01,694528.939
2019-01-01,608898.451
2019-02-01,553188.807
2019-03-01,540244.315
2019-04-01,507238.542
2019-05-01,486361.761
2019-06-01,411114.045
2019-07-01,412537.484
2019-08-01,350135.956
2019-09-01,618202.907
2019-10-01,804630.038
2019-11-01,823492.938
2019-12-01,796502.772
2020-01-01,683890.0
2020-02-01,585898.0
2020-03-01,594668.0
2020-04-01,542075.0
2020-05-01,452052.0
2020-06-01,576041.0
2020-07-01,505073.0
2020-08-01,402922.0
2020-09-01,642354.0
2020-10-01,715875.0
2020-11-01,770508.0
2020-12-01,842043.0
2021-01-01,681997.0
2021-02-01,678619.0
2021-03-01,702736.0
2021-04-01,627535.0
2021-05-01,565956.0
2021-06-01,655752.0
2021-07-01,484563.0
2021-08-01,502164.0
2021-09-01,705157.0
2021-10-01,846805.0
2021-11-01,931051.0
2021-12-01,996171.0
2022-01-01,755154.0
2022-02-01,704423.0
2022-03-01,724247.0
2022-04-01,626030.0
2022-05-01,523763.0
2022-06-01,680799.0
2022-07-01,481603.0
2022-08-01,546370.0
2022-09-01,635993.0
2022-10-01,768100.0
2022-11-01,921141.0
2022-12-01,978991.0
2023-01-01,802240.0
2023-02-01,740844.0
2023-03-01,840181.0
2023-04-01,660689.0
2023-05-01,664178.0
2023-06-01,644334.0
2023-07-01,571416.0
2023-08-01,564234.0
2023-09-01,718713.0
2023-10-01,873847.0
2023-11-01,975873.0
2023-12-01,1118667.0
2024-01-01,1030329.0
2024-02-01,920887.0
2024-03-01,837428.0
2024-04-01,708083.0
2024-05-01,872127.0
2024-06-01,669601.0
2024-07-01,681506.0
2024-08-01,707766.0
2024-09-01,853587.0
2024-10-01,1024015.0
2024-11-01,1050374.0
2024-12-01,1036873.0
2025-01-01,973899.0
2025-02-01,903554.0
2025-03-01,900503.0
2025-04-01,741932.0
2025-05-01,808027.0
2025-06-01,597689.0
2025-07-01,579999.0
2025-08-01,619350.0
