Tarih,TP_IHRACATBEC_111
2016-10-01,47786.992
2016-11-01,49988.438
2016-12-01,60272.042
2017-01-01,34721.452
2017-02-01,59745.012
2017-03-01,60647.039
2017-04-01,33264.022
2017-05-01,27279.891
2017-06-01,18283.047
2017-07-01,26459.281
2017-08-01,31542.363
2017-09-01,35104.588
2017-10-01,44150.537
2017-11-01,53997.117
2017-12-01,61341.69
2018-01-01,52793.704
2018-02-01,55998.597
2018-03-01,73049.939
2018-04-01,43954.908
2018-05-01,44702.254
2018-06-01,26069.346
2018-07-01,23367.557
2018-08-01,30326.395
2018-09-01,38042.578
2018-10-01,61126.474
2018-11-01,49924.843
2018-12-01,56748.137
2019-01-01,51986.343
2019-02-01,64174.21
2019-03-01,52514.243
2019-04-01,37923.924
2019-05-01,41470.662
2019-06-01,25531.481
2019-07-01,27624.624
2019-08-01,35770.735
2019-09-01,39343.907
2019-10-01,107632.71
2019-11-01,52769.002
2019-12-01,57166.998
2020-01-01,43646.0
2020-02-01,45574.0
2020-03-01,52431.0
2020-04-01,36671.0
2020-05-01,25578.0
2020-06-01,29525.0
2020-07-01,38497.0
2020-08-01,34276.0
2020-09-01,43710.0
2020-10-01,57089.0
2020-11-01,50207.0
2020-12-01,60699.0
2021-01-01,83380.0
2021-02-01,65060.0
2021-03-01,56849.0
2021-04-01,47231.0
2021-05-01,40899.0
2021-06-01,42733.0
2021-07-01,41164.0
2021-08-01,43986.0
2021-09-01,59353.0
2021-10-01,67156.0
2021-11-01,94617.0
2021-12-01,102164.0
2022-01-01,97503.0
2022-02-01,102544.0
2022-03-01,105214.0
2022-04-01,72793.0
2022-05-01,97381.0
2022-06-01,73280.0
2022-07-01,44003.0
2022-08-01,60154.0
2022-09-01,85361.0
2022-10-01,74969.0
2022-11-01,89523.0
2022-12-01,98960.0
2023-01-01,122477.0
2023-02-01,78710.0
2023-03-01,79796.0
2023-04-01,59010.0
2023-05-01,45594.0
2023-06-01,30101.0
2023-07-01,217925.0
2023-08-01,120855.0
2023-09-01,202441.0
2023-10-01,193712.0
2023-11-01,124141.0
2023-12-01,117440.0
2024-01-01,112365.0
2024-02-01,112307.0
2024-03-01,136425.0
2024-04-01,63182.0
2024-05-01,82117.0
2024-06-01,120998.0
2024-07-01,108256.0
2024-08-01,96706.0
2024-09-01,107854.0
2024-10-01,140233.0
2024-11-01,138293.0
2024-12-01,151847.0
2025-01-01,151663.0
2025-02-01,178560.0
2025-03-01,172747.0
2025-04-01,123007.0
2025-05-01,110491.0
2025-06-01,87352.0
2025-07-01,84639.0
2025-08-01,79382.0
