Tarih,TP_IHRACATBEC_122
2016-10-01,712250.359
2016-11-01,713686.201
2016-12-01,673032.399
2017-01-01,582564.424
2017-02-01,609744.955
2017-03-01,704017.611
2017-04-01,621164.068
2017-05-01,658521.782
2017-06-01,606574.214
2017-07-01,566334.669
2017-08-01,651340.08
2017-09-01,596401.903
2017-10-01,732758.397
2017-11-01,735126.841
2017-12-01,716399.899
2018-01-01,658887.498
2018-02-01,649465.9
2018-03-01,742898.391
2018-04-01,670348.208
2018-05-01,719365.698
2018-06-01,572772.681
2018-07-01,646538.33
2018-08-01,551117.487
2018-09-01,696593.707
2018-10-01,748274.378
2018-11-01,799801.511
2018-12-01,727370.525
2019-01-01,652877.876
2019-02-01,637601.024
2019-03-01,718742.656
2019-04-01,700653.611
2019-05-01,768160.958
2019-06-01,463365.653
2019-07-01,693128.213
2019-08-01,586391.39
2019-09-01,761261.597
2019-10-01,820502.496
2019-11-01,794918.462
2019-12-01,740169.441
2020-01-01,704591.0
2020-02-01,722806.0
2020-03-01,784834.0
2020-04-01,751268.0
2020-05-01,594207.0
2020-06-01,690498.0
2020-07-01,720044.0
2020-08-01,627819.0
2020-09-01,816858.0
2020-10-01,863711.0
2020-11-01,795976.0
2020-12-01,852084.0
2021-01-01,681259.0
2021-02-01,771986.0
2021-03-01,901862.0
2021-04-01,898473.0
2021-05-01,765212.0
2021-06-01,944179.0
2021-07-01,737809.0
2021-08-01,910542.0
2021-09-01,996545.0
2021-10-01,1010638.0
2021-11-01,1072898.0
2021-12-01,1141701.0
2022-01-01,926946.0
2022-02-01,1037584.0
2022-03-01,1110754.0
2022-04-01,1057966.0
2022-05-01,949738.0
2022-06-01,1177820.0
2022-07-01,962006.0
2022-08-01,1149077.0
2022-09-01,1238106.0
2022-10-01,1194760.0
2022-11-01,1269945.0
2022-12-01,1358729.0
2023-01-01,1115059.0
2023-02-01,952731.0
2023-03-01,1296137.0
2023-04-01,1055305.0
2023-05-01,1183637.0
2023-06-01,1060953.0
2023-07-01,1066113.0
2023-08-01,1109754.0
2023-09-01,1172706.0
2023-10-01,1220361.0
2023-11-01,1258557.0
2023-12-01,1238442.0
2024-01-01,1218880.0
2024-02-01,1284984.0
2024-03-01,1282826.0
2024-04-01,1057136.0
2024-05-01,1225150.0
2024-06-01,945809.0
2024-07-01,1193639.0
2024-08-01,1186842.0
2024-09-01,1199783.0
2024-10-01,1367376.0
2024-11-01,1332332.0
2024-12-01,1382301.0
2025-01-01,1177452.0
2025-02-01,1130174.0
2025-03-01,1269037.0
2025-04-01,1125887.0
2025-05-01,1284082.0
2025-06-01,1103078.0
2025-07-01,1315485.0
2025-08-01,1190478.0
