Tarih,TP_IHRACATBEC_62
2016-06-01,1351436.325
2016-07-01,1124007.604
2016-08-01,1494447.125
2016-09-01,1224001.31
2016-10-01,1368668.649
2016-11-01,1244123.255
2016-12-01,1265462.517
2017-01-01,1129233.052
2017-02-01,1191395.279
2017-03-01,1400779.048
2017-04-01,1225530.795
2017-05-01,1269645.424
2017-06-01,1233784.468
2017-07-01,1353408.95
2017-08-01,1599963.656
2017-09-01,1223686.346
2017-10-01,1477199.462
2017-11-01,1377204.582
2017-12-01,1386243.193
2018-01-01,1312784.328
2018-02-01,1308428.084
2018-03-01,1547055.1
2018-04-01,1361819.144
2018-05-01,1352834.642
2018-06-01,1240118.112
2018-07-01,1476319.266
2018-08-01,1334681.187
2018-09-01,1418985.347
2018-10-01,1535970.905
2018-11-01,1472876.891
2018-12-01,1269925.766
2019-01-01,1314138.423
2019-02-01,1324423.281
2019-03-01,1571364.689
2019-04-01,1402908.093
2019-05-01,1494023.277
2019-06-01,1005156.412
2019-07-01,1609240.203
2019-08-01,1365573.524
2019-09-01,1476605.804
2019-10-01,1524935.916
2019-11-01,1481053.234
2019-12-01,1305960.477
2020-01-01,1414656.0
2020-02-01,1471554.0
2020-03-01,1187441.0
2020-04-01,563558.0
2020-05-01,822068.0
2020-06-01,1274440.0
2020-07-01,1703130.0
2020-08-01,1466697.0
2020-09-01,1726118.0
2020-10-01,1789623.0
2020-11-01,1497951.0
2020-12-01,1619225.0
2021-01-01,1481363.0
2021-02-01,1510397.0
2021-03-01,1661533.0
2021-04-01,1597708.0
2021-05-01,1278695.0
2021-06-01,1766046.0
2021-07-01,1671972.0
2021-08-01,1780581.0
2021-09-01,2018849.0
2021-10-01,1980800.0
2021-11-01,1823069.0
2021-12-01,1914693.0
2022-01-01,1610604.0
2022-02-01,1877721.0
2022-03-01,2033147.0
2022-04-01,2062325.0
2022-05-01,1350712.0
2022-06-01,1994430.0
2022-07-01,1658210.0
2022-08-01,1942598.0
2022-09-01,2057367.0
2022-10-01,1858732.0
2022-11-01,1783785.0
2022-12-01,1878643.0
2023-01-01,1723021.0
2023-02-01,1660717.0
2023-03-01,2058802.0
2023-04-01,1573708.0
2023-05-01,1715887.0
2023-06-01,1715005.0
2023-07-01,1613659.0
2023-08-01,1787217.0
2023-09-01,1796498.0
2023-10-01,1658839.0
2023-11-01,1588661.0
2023-12-01,1633148.0
2024-01-01,1579403.0
2024-02-01,1646110.0
2024-03-01,1744268.0
2024-04-01,1313923.0
2024-05-01,1716436.0
2024-06-01,1336516.0
2024-07-01,1715772.0
2024-08-01,1800490.0
2024-09-01,1708554.0
2024-10-01,1768510.0
2024-11-01,1710589.0
2024-12-01,1508827.0
2025-01-01,1515690.0
2025-02-01,1465140.0
2025-03-01,1569565.0
2025-04-01,1329324.0
2025-05-01,1599807.0
2025-06-01,1279329.0
2025-07-01,1645206.0
2025-08-01,1677818.0
