Tarih,TP_IHRACATBEC_521
2016-10-01,711560.232
2016-11-01,819717.233
2016-12-01,715967.861
2017-01-01,518622.511
2017-02-01,657781.89
2017-03-01,833109.334
2017-04-01,783469.613
2017-05-01,1193904.982
2017-06-01,1135190.492
2017-07-01,730098.661
2017-08-01,564330.254
2017-09-01,591388.161
2017-10-01,766161.93
2017-11-01,843567.326
2017-12-01,822876.352
2018-01-01,529371.731
2018-02-01,918102.908
2018-03-01,972318.281
2018-04-01,788609.171
2018-05-01,897234.977
2018-06-01,837465.141
2018-07-01,869101.246
2018-08-01,507734.827
2018-09-01,850919.828
2018-10-01,920610.696
2018-11-01,944022.302
2018-12-01,803327.649
2019-01-01,825505.233
2019-02-01,814570.153
2019-03-01,934614.208
2019-04-01,925380.983
2019-05-01,807275.736
2019-06-01,707841.198
2019-07-01,992947.919
2019-08-01,630989.978
2019-09-01,760090.425
2019-10-01,703786.718
2019-11-01,829217.354
2019-12-01,749967.112
2020-01-01,651145.0
2020-02-01,805177.0
2020-03-01,568003.0
2020-04-01,170587.0
2020-05-01,343723.0
2020-06-01,585255.0
2020-07-01,667235.0
2020-08-01,500789.0
2020-09-01,880700.0
2020-10-01,909074.0
2020-11-01,1002276.0
2020-12-01,1058323.0
2021-01-01,625112.0
2021-02-01,781291.0
2021-03-01,1081505.0
2021-04-01,665293.0
2021-05-01,457255.0
2021-06-01,925472.0
2021-07-01,683948.0
2021-08-01,928366.0
2021-09-01,943329.0
2021-10-01,987327.0
2021-11-01,1026485.0
2021-12-01,1212548.0
2022-01-01,773009.0
2022-02-01,839862.0
2022-03-01,1192019.0
2022-04-01,1284261.0
2022-05-01,801701.0
2022-06-01,911370.0
2022-07-01,721781.0
2022-08-01,754469.0
2022-09-01,1018450.0
2022-10-01,1277308.0
2022-11-01,1106466.0
2022-12-01,1270781.0
2023-01-01,880614.0
2023-02-01,925369.0
2023-03-01,1288137.0
2023-04-01,1063576.0
2023-05-01,1170117.0
2023-06-01,1080251.0
2023-07-01,1102726.0
2023-08-01,1091603.0
2023-09-01,1291950.0
2023-10-01,1232230.0
2023-11-01,1536630.0
2023-12-01,1643513.0
2024-01-01,1130038.0
2024-02-01,1157473.0
2024-03-01,1263321.0
2024-04-01,973530.0
2024-05-01,958693.0
2024-06-01,985067.0
2024-07-01,895439.0
2024-08-01,971190.0
2024-09-01,1393529.0
2024-10-01,1230698.0
2024-11-01,1078822.0
2024-12-01,1573166.0
2025-01-01,1039180.0
2025-02-01,958820.0
2025-03-01,1549360.0
2025-04-01,1308070.0
2025-05-01,1643723.0
2025-06-01,1250816.0
2025-07-01,1814729.0
2025-08-01,1258813.0
