Tarih,TP_IHRACATBEC_1
2016-06-01,1475665.091
2016-07-01,1159269.117
2016-08-01,1154905.581
2016-09-01,1219103.817
2016-10-01,1444463.644
2016-11-01,1594889.568
2016-12-01,1575650.983
2017-01-01,1145234.133
2017-02-01,1337005.843
2017-03-01,1683147.716
2017-04-01,1590721.83
2017-05-01,2023114.636
2017-06-01,1957771.756
2017-07-01,1498145.41
2017-08-01,1462003.192
2017-09-01,1329687.804
2017-10-01,1655917.172
2017-11-01,1759711.187
2017-12-01,1823164.76
2018-01-01,1285518.646
2018-02-01,1732090.079
2018-03-01,1942950.655
2018-04-01,1693621.406
2018-05-01,1875515.196
2018-06-01,1691397.037
2018-07-01,1808156.588
2018-08-01,1315552.752
2018-09-01,1826930.688
2018-10-01,1956351.04
2018-11-01,2008889.322
2018-12-01,1854243.839
2019-01-01,1637831.954
2019-02-01,1745045.108
2019-03-01,1984965.627
2019-04-01,1943276.37
2019-05-01,1983280.459
2019-06-01,1470207.761
2019-07-01,2049879.966
2019-08-01,1522087.711
2019-09-01,1721564.469
2019-10-01,1781585.886
2019-11-01,1914041.58
2019-12-01,1855177.87
2020-01-01,1570270.0
2020-02-01,1762464.0
2020-03-01,1483004.0
2020-04-01,901386.0
2020-05-01,1062191.0
2020-06-01,1558577.0
2020-07-01,1745694.0
2020-08-01,1368830.0
2020-09-01,1939044.0
2020-10-01,2015512.0
2020-11-01,2042599.0
2020-12-01,2328291.0
2021-01-01,1564288.0
2021-02-01,1818192.0
2021-03-01,2281995.0
2021-04-01,1932432.0
2021-05-01,1585309.0
2021-06-01,2234246.0
2021-07-01,1793250.0
2021-08-01,2123008.0
2021-09-01,2259434.0
2021-10-01,2241824.0
2021-11-01,2331650.0
2021-12-01,2676150.0
2022-01-01,1855467.0
2022-02-01,2110822.0
2022-03-01,2605993.0
2022-04-01,2783331.0
2022-05-01,1965887.0
2022-06-01,2413337.0
2022-07-01,1934030.0
2022-08-01,2189558.0
2022-09-01,2524967.0
2022-10-01,2725978.0
2022-11-01,2813562.0
2022-12-01,3112294.0
2023-01-01,2319441.0
2023-02-01,2394037.0
2023-03-01,3046297.0
2023-04-01,2555258.0
2023-05-01,2780734.0
2023-06-01,2696232.0
2023-07-01,2569182.0
2023-08-01,2769676.0
2023-09-01,2980018.0
2023-10-01,2911314.0
2023-11-01,3269539.0
2023-12-01,3367376.0
2024-01-01,2614794.0
2024-02-01,2710199.0
2024-03-01,3063353.0
2024-04-01,2476704.0
2024-05-01,2830513.0
2024-06-01,2483419.0
2024-07-01,2629381.0
2024-08-01,2745974.0
2024-09-01,3123985.0
2024-10-01,2980057.0
2024-11-01,2807203.0
2024-12-01,3483921.0
2025-01-01,2483573.0
2025-02-01,2508898.0
2025-03-01,3225002.0
2025-04-01,2862421.0
2025-05-01,3633566.0
2025-06-01,2816233.0
2025-07-01,3698209.0
2025-08-01,3049774.0
