Tarih,TP_IHRACATBEC_21
2016-10-01,375393.104
2016-11-01,370342.697
2016-12-01,387526.877
2017-01-01,338999.414
2017-02-01,304148.736
2017-03-01,399484.879
2017-04-01,438598.726
2017-05-01,454270.528
2017-06-01,371497.483
2017-07-01,375667.577
2017-08-01,453029.058
2017-09-01,418591.067
2017-10-01,440040.028
2017-11-01,412715.89
2017-12-01,426160.626
2018-01-01,431534.203
2018-02-01,369161.541
2018-03-01,391309.49
2018-04-01,356308.391
2018-05-01,438377.849
2018-06-01,393091.285
2018-07-01,411169.228
2018-08-01,351100.547
2018-09-01,422115.889
2018-10-01,481464.227
2018-11-01,493387.674
2018-12-01,414970.705
2019-01-01,358820.341
2019-02-01,337429.532
2019-03-01,378475.608
2019-04-01,374089.915
2019-05-01,470092.461
2019-06-01,326145.753
2019-07-01,368463.13
2019-08-01,336676.117
2019-09-01,382541.439
2019-10-01,384195.725
2019-11-01,393236.13
2019-12-01,376350.928
2020-01-01,355686.0
2020-02-01,280081.0
2020-03-01,317005.0
2020-04-01,308046.0
2020-05-01,286677.0
2020-06-01,295703.0
2020-07-01,352655.0
2020-08-01,317571.0
2020-09-01,404564.0
2020-10-01,371351.0
2020-11-01,417455.0
2020-12-01,512158.0
2021-01-01,372739.0
2021-02-01,420449.0
2021-03-01,440986.0
2021-04-01,526274.0
2021-05-01,540788.0
2021-06-01,488154.0
2021-07-01,473437.0
2021-08-01,495463.0
2021-09-01,597369.0
2021-10-01,447418.0
2021-11-01,554811.0
2021-12-01,552972.0
2022-01-01,531824.0
2022-02-01,509971.0
2022-03-01,554438.0
2022-04-01,640352.0
2022-05-01,516492.0
2022-06-01,562874.0
2022-07-01,466909.0
2022-08-01,536634.0
2022-09-01,485457.0
2022-10-01,485518.0
2022-11-01,540290.0
2022-12-01,571032.0
2023-01-01,503083.0
2023-02-01,410955.0
2023-03-01,512677.0
2023-04-01,463186.0
2023-05-01,538621.0
2023-06-01,478956.0
2023-07-01,482009.0
2023-08-01,560324.0
2023-09-01,628474.0
2023-10-01,676106.0
2023-11-01,702216.0
2023-12-01,668113.0
2024-01-01,540997.0
2024-02-01,512458.0
2024-03-01,524702.0
2024-04-01,500788.0
2024-05-01,545787.0
2024-06-01,455310.0
2024-07-01,583593.0
2024-08-01,538626.0
2024-09-01,491134.0
2024-10-01,618798.0
2024-11-01,559748.0
2024-12-01,615803.0
2025-01-01,538436.0
2025-02-01,495085.0
2025-03-01,532583.0
2025-04-01,507826.0
2025-05-01,535939.0
2025-06-01,519311.0
2025-07-01,620421.0
2025-08-01,549348.0
