Tarih,TP_IHRACATBEC_3
2016-06-01,5353728.985
2016-07-01,4087675.459
2016-08-01,5290125.704
2016-09-01,4816133.504
2016-10-01,5919176.736
2016-11-01,5812060.702
2016-12-01,6079828.177
2017-01-01,4968803.217
2017-02-01,5195157.773
2017-03-01,6180284.528
2017-04-01,5461699.306
2017-05-01,5681283.146
2017-06-01,5396571.096
2017-07-01,5430597.944
2017-08-01,5694607.235
2017-09-01,5146181.708
2017-10-01,6343422.499
2017-11-01,6265887.36
2017-12-01,6174356.766
2018-01-01,5418155.632
2018-02-01,5602854.467
2018-03-01,6667289.426
2018-04-01,6015459.061
2018-05-01,6086847.201
2018-06-01,5318816.712
2018-07-01,5898431.884
2018-08-01,4816825.07
2018-09-01,5902134.62
2018-10-01,6696948.963
2018-11-01,6688300.249
2018-12-01,5915003.934
2019-01-01,5430433.34
2019-02-01,5711557.159
2019-03-01,6668876.398
2019-04-01,6133111.044
2019-05-01,6456027.105
2019-06-01,4510738.855
2019-07-01,6231272.656
2019-08-01,4885761.584
2019-09-01,6225311.244
2019-10-01,6953595.203
2019-11-01,7110357.236
2019-12-01,6449968.199
2020-01-01,5986785.0
2020-02-01,6156508.0
2020-03-01,5293502.0
2020-04-01,3086282.0
2020-05-01,3680841.0
2020-06-01,5288512.0
2020-07-01,6152690.0
2020-08-01,4908303.0
2020-09-01,6665886.0
2020-10-01,7224314.0
2020-11-01,6700600.0
2020-12-01,7156341.0
2021-01-01,5895383.0
2021-02-01,6285424.0
2021-03-01,7309769.0
2021-04-01,7161031.0
2021-05-01,5848955.0
2021-06-01,7181869.0
2021-07-01,6043387.0
2021-08-01,6652525.0
2021-09-01,7452593.0
2021-10-01,7908177.0
2021-11-01,7910783.0
2021-12-01,8195864.0
2022-01-01,6418280.0
2022-02-01,7451213.0
2022-03-01,7708543.0
2022-04-01,7994641.0
2022-05-01,6219508.0
2022-06-01,8095447.0
2022-07-01,6262025.0
2022-08-01,7347965.0
2022-09-01,7942610.0
2022-10-01,7937399.0
2022-11-01,7965445.0
2022-12-01,8468827.0
2023-01-01,7118301.0
2023-02-01,6674696.0
2023-03-01,8472261.0
2023-04-01,6885568.0
2023-05-01,7493327.0
2023-06-01,7454076.0
2023-07-01,6734082.0
2023-08-01,7535172.0
2023-09-01,7724393.0
2023-10-01,8105330.0
2023-11-01,8165231.0
2023-12-01,8318687.0
2024-01-01,7340680.0
2024-02-01,7779046.0
2024-03-01,8095938.0
2024-04-01,6619168.0
2024-05-01,8529745.0
2024-06-01,6519546.0
2024-07-01,7844651.0
2024-08-01,7550327.0
2024-09-01,7837132.0
2024-10-01,8794972.0
2024-11-01,8378920.0
2024-12-01,8392517.0
2025-01-01,7850181.0
2025-02-01,7503287.0
2025-03-01,7885726.0
2025-04-01,6838898.0
2025-05-01,8565183.0
2025-06-01,6531660.0
2025-07-01,7929185.0
2025-08-01,7211245.0
