Tarih,TP_IHRACATBEC_4
2016-10-01,48170.596
2016-11-01,70793.945
2016-12-01,105980.894
2017-01-01,62053.009
2017-02-01,66601.503
2017-03-01,82262.932
2017-04-01,45887.169
2017-05-01,45382.517
2017-06-01,80725.89
2017-07-01,46173.6
2017-08-01,61175.515
2017-09-01,51951.677
2017-10-01,49496.626
2017-11-01,80487.506
2017-12-01,126915.933
2018-01-01,32666.891
2018-02-01,52616.312
2018-03-01,43585.029
2018-04-01,82729.366
2018-05-01,54758.793
2018-06-01,69181.975
2018-07-01,130112.691
2018-08-01,29887.247
2018-09-01,32597.31
2018-10-01,117435.229
2018-11-01,109139.312
2018-12-01,106713.811
2019-01-01,79847.089
2019-02-01,54319.941
2019-03-01,64358.262
2019-04-01,66059.702
2019-05-01,114596.854
2019-06-01,76280.696
2019-07-01,97335.36
2019-08-01,90327.491
2019-09-01,114399.558
2019-10-01,120907.816
2019-11-01,126205.891
2019-12-01,98949.111
2020-01-01,123675.0
2020-02-01,50988.0
2020-03-01,57386.0
2020-04-01,90017.0
2020-05-01,61183.0
2020-06-01,99013.0
2020-07-01,105476.0
2020-08-01,69563.0
2020-09-01,207115.0
2020-10-01,123858.0
2020-11-01,118285.0
2020-12-01,108294.0
2021-01-01,54929.0
2021-02-01,90743.0
2021-03-01,118384.0
2021-04-01,153231.0
2021-05-01,88366.0
2021-06-01,84573.0
2021-07-01,78396.0
2021-08-01,60263.0
2021-09-01,104859.0
2021-10-01,148965.0
2021-11-01,204236.0
2021-12-01,158753.0
2022-01-01,140033.0
2022-02-01,148859.0
2022-03-01,96118.0
2022-04-01,148910.0
2022-05-01,222260.0
2022-06-01,121137.0
2022-07-01,147502.0
2022-08-01,192309.0
2022-09-01,63327.0
2022-10-01,166782.0
2022-11-01,221310.0
2022-12-01,237184.0
2023-01-01,100672.0
2023-02-01,126451.0
2023-03-01,158911.0
2023-04-01,149987.0
2023-05-01,272842.0
2023-06-01,190715.0
2023-07-01,434065.0
2023-08-01,123605.0
2023-09-01,141401.0
2023-10-01,186723.0
2023-11-01,114669.0
2023-12-01,277769.0
2024-01-01,112945.0
2024-02-01,144190.0
2024-03-01,125109.0
2024-04-01,111664.0
2024-05-01,538313.0
2024-06-01,351700.0
2024-07-01,278900.0
2024-08-01,259938.0
2024-09-01,247572.0
2024-10-01,545771.0
2024-11-01,315802.0
2024-12-01,465889.0
2025-01-01,116154.0
2025-02-01,297162.0
2025-03-01,427834.0
2025-04-01,235285.0
2025-05-01,368046.0
2025-06-01,420196.0
2025-07-01,497731.0
2025-08-01,458221.0
