Tarih,TP_IHRACATBEC_522
2016-10-01,33787.777
2016-11-01,52783.675
2016-12-01,13005.821
2017-01-01,27491.882
2017-02-01,18240.461
2017-03-01,32161.176
2017-04-01,37287.393
2017-05-01,16633.725
2017-06-01,15741.458
2017-07-01,50171.223
2017-08-01,19735.022
2017-09-01,49335.905
2017-10-01,6544.911
2017-11-01,11235.064
2017-12-01,18184.692
2018-01-01,4980.165
2018-02-01,10257.278
2018-03-01,11722.409
2018-04-01,10538.432
2018-05-01,88423.651
2018-06-01,46774.899
2018-07-01,47769.714
2018-08-01,24609.035
2018-09-01,6837.821
2018-10-01,14513.992
2018-11-01,63425.349
2018-12-01,22572.618
2019-01-01,8051.767
2019-02-01,11665.279
2019-03-01,130263.883
2019-04-01,14753.381
2019-05-01,19130.175
2019-06-01,12026.652
2019-07-01,31625.532
2019-08-01,48977.15
2019-09-01,93630.307
2019-10-01,11261.697
2019-11-01,91187.718
2019-12-01,22999.097
2020-01-01,17440.0
2020-02-01,26423.0
2020-03-01,12446.0
2020-04-01,10530.0
2020-05-01,49615.0
2020-06-01,24720.0
2020-07-01,61182.0
2020-08-01,44133.0
2020-09-01,85462.0
2020-10-01,72859.0
2020-11-01,49957.0
2020-12-01,18611.0
2021-01-01,65161.0
2021-02-01,15926.0
2021-03-01,67842.0
2021-04-01,57871.0
2021-05-01,36560.0
2021-06-01,109193.0
2021-07-01,121801.0
2021-08-01,105912.0
2021-09-01,206937.0
2021-10-01,54819.0
2021-11-01,96260.0
2021-12-01,138564.0
2022-01-01,15342.0
2022-02-01,84109.0
2022-03-01,32876.0
2022-04-01,41276.0
2022-05-01,39160.0
2022-06-01,45350.0
2022-07-01,46895.0
2022-08-01,51506.0
2022-09-01,49836.0
2022-10-01,32841.0
2022-11-01,48596.0
2022-12-01,136758.0
2023-01-01,15881.0
2023-02-01,42731.0
2023-03-01,51408.0
2023-04-01,95149.0
2023-05-01,46293.0
2023-06-01,68731.0
2023-07-01,66994.0
2023-08-01,86901.0
2023-09-01,23766.0
2023-10-01,57474.0
2023-11-01,103191.0
2023-12-01,27395.0
2024-01-01,17800.0
2024-02-01,33482.0
2024-03-01,89407.0
2024-04-01,25309.0
2024-05-01,89599.0
2024-06-01,106318.0
2024-07-01,54267.0
2024-08-01,68823.0
2024-09-01,22257.0
2024-10-01,64535.0
2024-11-01,74082.0
2024-12-01,38669.0
2025-01-01,128326.0
2025-02-01,29961.0
2025-03-01,37846.0
2025-04-01,46511.0
2025-05-01,129648.0
2025-06-01,57035.0
2025-07-01,187516.0
2025-08-01,46184.0
